src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
0.0.0.0,255.255.255.255,68,67,90:b1:1c:a4:b7:c0,ff:ff:ff:ff:ff:ff,17,2018-11-03 09:25:26,85433044.0,48.037618793028145,0.14046087366382498,0.14046087366382498,0.0,12,0,4104,0,342.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,342,342,342.0,0.0,0.0,96,0,8,12,7766640.363636363,14717950.0,2651433.0,4086133.143629345,85433044.0,14717950.0,2651433.0,7766640.363636363,4086133.143629345,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,342.0,0,0,10883134.0,4878942.0,7881038.0,3002096.0,7617708.0,682460.0,3810003.25,2647189.401809292,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0,12,0,4104,0
192.168.50.6,172.217.10.226,54910,80,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:27,41326.0,8711.222958912065,145.18704931520108,96.79136621013406,48.39568310506703,4,2,240,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,80,40,20,4,8265.2,41143.0,2.0,16439.03549968793,41326.0,41320.0,3.0,13775.333333333334,19477.020585523056,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,258,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,4,2,240,120
192.168.50.6,74.208.236.171,54907,80,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:27,54878.0,6560.005831116294,109.3334305186049,72.88895367906993,36.444476839534964,4,2,240,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,80,40,20,4,10975.6,54705.0,1.0,21864.79339577669,54878.0,54875.0,1.0,18292.666666666668,25867.615974848206,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,256,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,4,2,240,120
192.168.50.6,74.208.236.171,54906,80,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:27,54860.0,6562.158220925993,109.3693036820999,72.91286912139992,36.45643456069996,4,2,240,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,80,40,20,4,10972.0,54687.0,1.0,21857.594936314472,54860.0,54856.0,2.0,18286.666666666668,25858.423583471253,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,256,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,4,2,240,120
192.168.50.6,74.208.236.171,54909,80,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:27,55144.0,6528.36210648484,108.80603510808066,72.53735673872045,36.268678369360224,4,2,240,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,80,40,20,4,11028.8,54977.0,1.0,21974.18775199666,55144.0,55140.0,1.0,18381.333333333332,25992.302480200215,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,256,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,4,2,240,120
192.168.50.6,74.208.236.171,54908,80,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:27,55142.0,6528.598890138189,108.80998150230315,72.5399876682021,36.26999383410105,4,2,240,120,60.0,60.0,60.0,0.0,60.0,60.0,60.0,0.0,60,60,60.0,0.0,0.0,80,40,20,4,11028.4,54977.0,0.0,21974.389944660576,55142.0,55141.0,0.0,18380.666666666668,25993.48098188381,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,60.0,256,1825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,0,4,2,240,120
192.168.50.6,172.217.12.162,54872,443,b8:ca:3a:7b:97:d6,70:f3:5a:42:73:e8,6,2018-11-03 09:25:33,40166516.0,257.0300097723188,2.240672305260431,0.8464762042094962,1.394196101050935,34,56,4564,5760,337.0,60.0,134.23529411764707,90.0356330844266,172.0,60.0,102.85714285714286,34.31962608616064,337,60,114.71111111111111,63.45658961394079,4026.7387654320983,680,1120,20,34,451309.1685393258,29850822.0,1.0,3301640.1371900374,40135018.0,29931257.0,1.0,1216212.6666666667,5353093.544540665,40125427.0,29891940.0,1.0,729553.2181818181,4182850.0037949104,0,0,0,0,1,0,0,0,0,0,0,1.6470588235294117,114.71111111111111,254,451,0.0,0.0,0.0,0.0,19991314.0,9859508.0,14925411.0,5065903.0,615.0,4.0,378.6666666666667,7.0,167803.54706684858,25571.763010985054,134.23529411764707,102.85714285714286,0,34,56,4564,5760
192.168.50.9,192.168.10.50,46830,22,b8:ca:3a:7b:98:0c,70:f3:5a:42:73:e8,6,2018-11-03 09:25:40,64848031.00000001,15.97581274287264,0.2158893613901708,0.2158893613901708,0.0,14,0,1036,0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74,74,74.0,0.0,0.0,280,0,20,0,4988310.076923077,33279979.0,1.0,9340635.114367023,64848031.0,33279978.999999996,1.0,4988310.076923077,9340635.114367021,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,74.0,29200,0,0.0,0.0,0.0,0.0,17152026.0,1007929.0,5546663.166666667,5704253.656403743,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0,14,0,1036,0
192.168.50.8,172.217.12.162,59614,443,b8:ca:3a:a4:8b:f5,70:f3:5a:42:73:e8,6,2018-11-03 09:25:41,283534.0,3428.16029118201,42.32296655780259,21.161483278901294,21.161483278901294,6,6,452,520,100.0,60.0,75.33333333333333,17.613126418163876,100.0,60.0,86.66666666666667,18.856180831641264,100,60,81.0,19.1049731745428,365.0,120,120,20,4,25775.81818181818,206046.0,0.0,58888.0487625278,283534.0,247106.0,1.0,56706.8,96239.05359759103,242296.0,242290.0,0.0,48459.2,96915.40000515914,0,0,0,0,1,0,0,0,0,0,0,1.0,81.0,16393,287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,4.0,0.0,34666666.666666664,75.33333333333333,86.66666666666667,0,6,6,452,520
34.213.240.161,192.168.50.6,443,54820,70:f3:5a:42:73:e8,b8:ca:3a:7b:97:d6,6,2018-11-03 09:25:51,132338.0,3536.399220178633,45.338451540751706,30.22563436050114,15.11281718025057,4,2,290,178,85.0,60.0,72.5,12.5,89.0,89.0,89.0,0.0,89,60,78.0,12.832251036613439,164.66666666666666,80,40,20,4,26467.6,131909.0,2.0,52720.94895807548,132338.0,132332.0,3.0,44112.666666666664,62380.48883175643,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,78.0,119,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.5,89.0,0,4,2,290,178
192.168.50.4,4.2.2.4,37024,53,90:b1:1c:a2:c0:d3,70:f3:5a:42:73:e8,17,2018-11-03 09:26:04,21152.0,56543.116490166416,378.21482602118004,189.10741301059002,189.10741301059002,4,4,348,848,87.0,87.0,87.0,0.0,219.0,205.0,212.0,7.0,219,87,149.5,62.6956936320191,3930.75,32,32,8,4,3021.714285714286,21137.0,1.0,7395.534515875794,9.0,5.0,2.0,3.0,1.4142135623730951,6.0,3.0,1.0,2.0,0.816496580927726,0,0,0,0,1,0,0,0,0,0,0,1.0,149.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,680.0,4.0,20000000.0,113333333.33333333,87.0,212.0,0,4,4,348,848
192.168.50.4,8.8.8.8,37024,53,90:b1:1c:a2:c0:d3,70:f3:5a:42:73:e8,17,2018-11-03 09:26:04,46614.0,13129.102844638948,85.81112970352254,42.90556485176127,42.90556485176127,2,2,174,438,87.0,87.0,87.0,0.0,219.0,219.0,219.0,0.0,219,87,153.0,66.0,4356.0,16,16,8,2,15538.0,46608.0,3.0,21969.80769146603,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,153.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,219.0,0,2,2,174,438
